#Catalogue Version: 2.6.3
#;PSRJ;RAJ;DECJ;Gl;Gb;P0;F0;DM;BINARY;ASSOC;
;;(hms);(dms);(deg);(deg);(s);(Hz);(cm^-3pc);(type);;
3380;J1912+1416_P;19:12:30;+14:16;48.003;1.903;0.003170;315.457413;66.70;*;*;
3381;J1912+1417_P;19:12:32;+14:17;48.022;1.904;0.003170;315.457413;66.60;*;*;
3382;J1912+2104;19:12:43.3;+21:04:33.9;54.086;4.989;2.232969;0.447834;88.50;*;*;
3383;J1912+2525;19:12:18.6;+25:25:02.1;57.933;7.042;0.621976;1.607779;37.85;*;*;
3384;J1912-0952;19:12:12.2;-09:52:51.7;26.415;-9.067;0.025068;39.891418;126.35;ELL1;*;
3385;J1913+0152_P;19:13:47;+01:53;37.164;-4.106;0.003227;309.885342;114.30;*;*;
3386;J1913+0446;19:13:50.8;+04:46:06;39.736;-2.790;1.616130;0.618762;109.10;*;*;
3387;J1913+0453_P;19:13:49;+04:53;39.835;-2.730;0.006086;164.311535;297.00;*;*;
3388;J1913+0458_P;19:13:37;+04:58;39.886;-2.648;0.444790;2.248252;103.80;*;*;
3389;J1913+0523;19:13:22.7;+05:23:58.8;40.243;-2.395;0.661997;1.510580;333.60;*;*;
3390;J1913+0618;19:13:17.8;+06:18:08.2;41.034;-1.960;0.005027;198.931292;155.99;DD;*;
3391;J1913+0655_P;19:13:35;+06:55;41.612;-1.738;0.754448;1.325472;256.80;*;*;
3392;J1913+0657;19:13:32.9;+06:57:24.3;41.644;-1.712;1.257181;0.795430;142.00;*;*;
3393;J1913+0804_P;19:14:05;+08:05;42.704;-1.307;0.455550;2.195149;339.20;*;*;
3394;J1913+0832;19:13:00.5;+08:32:05.1;42.981;-0.862;0.134412;7.439810;355.20;*;*;
3395;J1913+0837_P;19:13:53;+08:37;43.153;-1.016;2.470464;0.404782;385.80;*;*;
3396;J1913+0904;19:13:21.1;+09:04:45.9;43.502;-0.685;0.163255;6.125381;96.80;*;GRS:4FGL_J1913.3+0905[aab+22];
3397;J1913+0936;19:13:52.7;+09:36:41.8;44.034;-0.553;1.241965;0.805176;157.00;*;*;
3398;J1913+1000;19:13:03.7;+10:00:05.7;44.286;-0.194;0.837158;1.194517;422.00;*;*;
3399;J1913+1011;19:13:20.3;+10:11:23.0;44.485;-0.167;0.035911;27.846728;178.49;*;GRS:4FGL_J1913.3+1019[aab+22];
3400;J1913+1037_P;19:13:53;+10:37;44.925;-0.087;0.434210;2.303033;439.20;*;*;
3401;J1913+1050;19:13:35.3;+10:50:26.6;45.090;0.081;0.190067;5.261300;231.10;*;*;
3402;J1913+1054_P;19:13:02;+10:54;45.079;0.229;0.450620;2.219165;338.00;*;*;
3403;J1913+1058_P;19:13:04;+10:58;45.142;0.253;*;*;175.90;*;*;
3404;J1913+1102;19:13:29.0;+11:02:05.7;45.250;0.194;0.027285;36.650165;338.96;DD;*;
3405;J1913+11025;19:13:42.7;+11:02:58.8;45.289;0.151;0.923872;1.082401;626.00;*;*;
3406;J1913+1145;19:13:43.8;+11:45:32.3;45.919;0.476;0.306072;3.267203;643.40;*;*;
3407;J1913+1330;19:13:17.9;+13:30:32.7;47.421;1.381;0.923391;1.082964;175.64;*;*;
3408;J1913+1400;19:13:24.3;+14:00:52.4;47.881;1.592;0.521473;1.917643;145.05;*;*;
3409;J1913+3732;19:13:27.8;+37:32:12.3;69.097;12.128;0.851079;1.174979;72.33;*;*;
3410;J1913-0440;19:13:54.1;-04:40:47.9;31.307;-7.124;0.825940;1.210741;89.39;*;*;
3411;J1914+0219;19:14:23.7;+02:19:47.7;37.633;-4.037;0.457527;2.185663;235.44;*;*;
3412;J1914+0219_P;19:14:53;+02:19;37.677;-4.151;2.018190;0.495493;161.40;*;*;
3413;J1914+0625;19:14:08.3;+06:25:00.9;41.233;-2.092;0.878889;1.137800;204.80;*;*;
3414;J1914+0631;19:14:17.3;+06:31:56.9;41.353;-2.071;0.693811;1.441314;58.63;*;*;
3415;J1914+0659;19:14:17.6;+07:01:11.0;41.785;-1.846;0.018512;54.019533;225.34;*;*;
3416;J1914+0805;19:14:05.5;+08:05:12.7;42.708;-1.307;0.455499;2.195393;344.40;*;*;
3417;J1914+0838;19:14:26.4;+08:38:45.1;43.243;-1.124;0.440040;2.272521;290.60;*;*;
3418;J1914+0905_P;19:14:51;+09:05;43.678;-1.010;0.617228;1.620147;296.70;*;*;
3419;J1914+1029_P;19:14:22;+10:29;44.862;-0.254;2.484990;0.402416;59.70;*;*;
3420;J1914+1053_P;19:14:15;+10:53;45.203;-0.043;*;*;108.00;*;*;
3421;J1914+1054;19:14:09.8;+10:54:35.9;45.217;-0.012;0.138868;7.201090;417.60;*;*;
3422;J1914+1054_P;19:14:07;+10:54;45.202;-0.007;0.138870;7.200979;418.70;*;*;
3423;J1914+1122;19:14:10.1;+11:22:03.7;45.623;0.199;0.600998;1.663898;100.39;*;*;
3424;J1914+1228_P;19:14:55;+12:28;46.681;0.548;2.277550;0.439068;312.00;*;*;
3425;J1914+1428;19:14:53.9;+14:28:46.2;48.461;1.487;1.159520;0.862426;220.90;*;*;
3426;J1914+2636;19:14:55.7;+26:36:16.3;59.268;7.053;0.459114;2.178107;59.03;*;*;
3427;J1915+0227;19:15:02.1;+02:27:47.6;37.825;-4.117;0.317306;3.151528;192.08;*;*;
3428;J1915+0353_P;19:15:05;+03:53;39.093;-3.472;0.051636;19.366334;103.00;*;*;
3429;J1915+0411_P;19:15:32;+04:11;39.412;-3.433;0.723999;1.381217;233.90;*;*;
3430;J1915+0421_P;19:15:09;+04:21;39.515;-3.271;0.219834;4.548887;236.20;*;*;
3431;J1915+0601_P;19:15:56;+06:01;41.085;-2.672;0.004011;249.314385;151.80;*;*;
3432;J1915+0639;19:15:54.3;+06:39:46.2;41.655;-2.366;0.644140;1.552457;212.50;*;*;
3433;J1915+0720_P;19:15:35;+07:20;42.212;-1.984;0.005690;175.746924;122.10;*;*;
3434;J1915+0738;19:15:24.7;+07:38:31.2;42.466;-1.803;1.542707;0.648211;39.00;*;*;
3435;J1915+0752;19:15:01.9;+07:52:09.2;42.623;-1.614;2.058314;0.485835;104.10;*;*;
3436;J1915+0832_P;19:15:05;+08:32;43.217;-1.317;2.710090;0.368991;46.10;*;*;
3437;J1915+0838;19:15:13.8;+08:39:00.4;43.338;-1.295;0.342778;2.917342;358.00;*;*;
3438;J1915+1009;19:15:29.9;+10:09:43.4;44.707;-0.651;0.404554;2.471857;241.58;*;*;
3439;J1915+1045_P;19:15:32;+10:45;45.231;-0.384;1.545880;0.646881;123.30;*;*;
3440;J1915+1145;19:15:33.1;+11:45:40.9;46.129;0.082;0.173647;5.758803;337.50;*;*;
3441;J1915+1150;19:15:16.6;+11:50:35.4;46.170;0.180;0.100041;9.995906;699.70;*;*;
3442;J1915+1410;19:15:35.4;+14:10:51.5;48.275;1.200;0.297494;3.361411;273.70;*;*;
3443;J1915+1606;19:15:27.9;+16:06:27.3;49.968;2.122;0.059030;16.940538;168.70;DDH;*;
3444;J1915+1647;19:15:19.1;+16:47:08.5;50.552;2.468;1.616231;0.618723;62.50;*;*;
3445;J1915+1714_P;19:15:46;+17:14;50.999;2.581;2.000943;0.499764;57.10;*;*;
3446;J1915-11;19:15;-11:30;25.244;-10.394;2.177000;0.459348;91.06;*;*;
3447;J1916+0741_P;19:16:15;+07:40;42.584;-1.976;0.011220;89.126560;220.10;*;*;
3448;J1916+0748;19:16:51.5;+07:48:00;42.772;-2.047;0.541752;1.845863;304.00;*;*;
3449;J1916+07481;19:17:00.8;+07:48:43.9;42.801;-2.076;0.867880;1.152232;153.40;*;*;
3450;J1916+0844;19:16:19.0;+08:44:06.9;43.538;-1.493;0.439997;2.272742;339.25;*;*;
3451;J1916+0852;19:16:24.6;+08:52:36;43.674;-1.448;2.182746;0.458139;295.00;*;*;
3452;J1916+0937_P;19:16:00;+09:37;44.282;-1.013;7.368000;0.135722;185.50;*;*;
3453;J1916+0951;19:16:32.3;+09:51:25.9;44.556;-1.019;0.270257;3.700188;60.92;*;*;
3454;J1916+1023;19:16:36.9;+10:23:03;45.031;-0.790;1.618339;0.617918;343.30;*;*;
3455;J1916+1030;19:16:11.7;+10:30:52.4;45.099;-0.638;0.628970;1.589902;387.20;*;*;
3456;J1916+10305;19:16:46;+10:30;45.151;-0.769;0.349380;2.862213;520.70;*;*;
3457;J1916+1030B_;19:16:46;+10:30;45.151;-0.769;0.349380;2.862213;519.00;*;*;
3458;J1916+1142A_;19:16:58;+11:42;46.236;-0.253;*;*;260.10;*;*;
3459;J1916+1142B_;19:16:58;+11:42;46.236;-0.253;1.187950;0.841786;317.70;*;*;
3460;J1916+1225;19:16:20.0;+12:25:53.9;46.811;0.225;0.227387;4.397779;265.31;*;*;
3461;J1916+1244_P;19:16:02;+12:44;47.044;0.431;0.163152;6.129254;222.90;*;*;
3462;J1916+1312;19:16:58.6;+13:12:49.9;47.576;0.451;0.281846;3.548043;237.01;*;*;
3463;J1916+1429_P;19:16:45;+14:28;48.659;1.085;1.123310;0.890226;104.60;*;*;
3464;J1916+3224;19:16:03.4;+32:24:39.7;64.627;9.430;1.137450;0.879160;84.11;*;*;
3465;J1916+38;19:16:30;+38:48;70.526;12.124;0.514000;1.945525;77.00;*;*;
3466;J1916-2939;19:16:32.7;-29:39:27.8;8.245;-18.070;1.248617;0.800886;38.34;*;*;
3467;J1917+0543_P;19:17:14;+05:43;40.969;-3.098;0.005442;183.755972;137.40;*;*;
3468;J1917+0616_P;19:17:20;+06:15;41.454;-2.872;0.003968;252.016129;172.50;*;*;
3469;J1917+0621_P;19:18:00;+06:21;41.619;-2.972;0.002104;475.285171;63.10;*;*;
3470;J1917+0743;19:17:25.9;+07:43:16.6;42.769;-2.209;0.813453;1.229327;198.39;*;*;
3471;J1917+0748;19:17:00.8;+07:48:43.9;42.801;-2.076;0.867881;1.152232;153.60;*;*;
3472;J1917+0834;19:17:48.8;+08:34:54.5;43.575;-1.892;2.129676;0.469555;29.18;*;*;
3473;J1917+08340;19:17:04;+08:34;43.475;-1.735;2.932700;0.340983;100.50;*;*;
3474;J1917+0923_P;19:17:45;+09:23;44.276;-1.504;0.004710;212.314225;297.80;*;*;
3475;J1917+1046_P;19:17:55;+10:46;45.519;-0.894;0.087730;11.398609;163.10;*;*;
3476;J1917+1121_P;19:17:26;+11:21;45.980;-0.517;0.510310;1.959593;303.50;*;*;
3477;J1917+1259_P;19:17:21;+12:59;47.414;0.264;0.005640;177.304965;117.00;*;*;
3478;J1917+1353;19:17:39.7;+13:53:57.2;48.260;0.624;0.194637;5.137770;94.60;*;*;
3479;J1917+1411_P;19:17:25;+14:11;48.483;0.810;0.446460;2.239842;123.40;*;*;
3480;J1917+1551_P;19:17:07;+15:51;49.924;1.651;0.809327;1.235595;326.70;*;*;
3481;J1917+1556_P;19:17:19;+15:56;50.020;1.647;0.002924;341.997264;72.00;*;*;
3482;J1917+17;19:17;+17:24;51.284;2.397;0.419600;2.383222;39.00;*;*;
3483;J1917+1710_P;19:17:37;+17:10;51.146;2.159;0.419340;2.384700;41.60;*;*;
3484;J1917+1737;19:17:23.9;+17:37:31.6;51.528;2.418;0.334725;2.987525;208.00;*;*;
3485;J1917+2035_P;19:17:06;+20:35;54.119;3.854;0.288298;3.468633;176.60;*;*;
3486;J1917+2224;19:17:44.2;+22:22:48.8;55.785;4.553;0.425897;2.347984;134.70;*;*;
3487;J1918+0342_P;19:18:21;+03:42;39.308;-4.280;*;*;174.30;*;*;
3488;J1918+0523_P;19:18:37;+05:23;40.834;-3.558;3.657200;0.273433;102.00;*;*;
3489;J1918+1311;19:18:46.2;+13:11:24.5;47.759;0.055;0.856749;1.167203;244.50;*;*;
3490;J1918+1340_P;19:18:53;+13:40;48.193;0.253;0.232990;4.292030;572.60;*;*;
3491;J1918+1444;19:18:23.6;+14:45:06.0;49.096;0.866;1.181201;0.846596;27.22;*;*;
3492;J1918+1514_P;19:18:57;+15:14;49.585;0.973;*;*;133.60;*;*;
3493;J1918+1521_P;19:18:13;+15:21;49.605;1.183;0.004070;245.700246;237.00;*;*;
3494;J1918+1536_P;19:18:23;+15:36;49.845;1.265;0.109950;9.095043;123.70;*;*;
3495;J1918+1540_P;19:18:19;+15:40;49.897;1.310;0.004280;233.644860;271.20;*;*;
3496;J1918+1541;19:18:07.7;+15:41:15.2;49.894;1.360;0.370883;2.696268;11.80;*;*;
3497;J1918+1547_P;19:18:35;+15:46;50.015;1.300;0.003760;265.957447;64.60;*;*;
3498;J1918+26;19:18:30;+26:55;59.913;6.484;0.723000;1.383126;113.00;*;*;
3499;J1918-0642;19:18:48.0;-06:42:34.9;30.027;-9.123;0.007646;130.789514;26.59;DDH;*;
3500;J1918-1052;19:18:48.2;-10:52:46.3;26.226;-10.963;0.798693;1.252046;62.70;*;*;
3501;J1919+0021;19:19:50.6;+00:21:39.7;36.506;-6.151;1.272267;0.785999;90.32;*;*;
3502;J1919+0126_P;19:19:23;+01:26;37.410;-5.556;0.001897;527.148129;125.20;*;*;
3503;J1919+0134;19:19:43.5;+01:34:56.5;37.582;-5.563;1.603984;0.623448;191.90;*;*;
3504;J1919+0400_P;19:13:59;+04:00;39.070;-3.175;0.390530;2.560623;125.40;*;*;
3505;J1919+0727_P;19:19:11;+07:27;42.731;-2.720;0.866820;1.153642;183.60;*;*;
3506;J1919+1113_P;19:19:27;+11:13;46.093;-1.016;0.765930;1.305602;288.00;*;*;
3507;J1919+1314;19:19:32.9;+13:14:37.3;47.895;-0.088;0.571400;1.750088;613.40;*;*;
3508;J1919+1341_P;19:19:23;+13:41;48.264;0.154;0.011660;85.763293;394.50;*;*;
3509;J1919+1502_P;19:19:57;+15:02;49.521;0.666;0.003646;274.273176;232.60;*;*;
3510;J1919+1527_P;19:19:50;+15:27;49.876;0.886;1.371460;0.729150;697.50;*;*;
3511;J1919+1645;19:19:09.2;+16:45:22.7;50.954;1.642;0.562790;1.776862;208.00;*;*;
3512;J1919+1745;19:19:43.3;+17:45:03.7;51.897;1.987;2.081343;0.480459;141.50;*;*;
3513;J1919+23;19:19:26;+23:52:46;57.300;4.901;0.004630;215.982721;38.40;*;GRS:4FGL_J1919.1+2354[aab+22];
3514;J1919+2621;19:19:41.0;+26:21:29.4;59.535;5.993;0.651512;1.534891;96.50;*;*;
3515;J1920+0129_P;19:20:39;+01:29;37.601;-5.814;0.003580;279.329609;104.10;*;*;
3516;J1920+0941_P;19:20:16;+09:41;44.832;-1.912;18.286900;0.054684;54.20;*;*;
3517;J1920+1030_P;19:20:51;+10:30;45.621;-1.656;0.571020;1.751252;389.70;*;*;
3518;J1920+1040;19:20:55.3;+10:40:31;45.784;-1.590;2.215802;0.451304;308.80;*;*;
3519;J1920+1110;19:20:13.3;+11:10:59;46.152;-1.199;0.509886;1.961223;182.00;*;*;
3520;J1920+1340_P;19:20:05;+13:40;48.329;-0.004;1.525706;0.655434;1053.00;*;*;
3521;J1920+1515_P;19:20:22;+15:15;49.760;0.679;1.602760;0.623924;655.50;*;*;
3522;J1920+1817_P;19:20:27;+18:17;52.449;2.084;1.065399;0.938615;256.00;*;*;
3523;J1920+2650;19:20:38.3;+26:50:38.4;60.068;6.027;0.785522;1.273039;27.70;*;*;
3524;J1920-0950;19:20:55.9;-09:50:01.0;27.417;-10.977;1.037824;0.963555;93.00;*;*;
3525;J1921+0137;19:21:30.3;+01:37:25.5;37.825;-5.938;0.002496;400.581353;104.90;ELL1;GRS:4FGL_J1921.4+0136[aab+22];
3526;J1921+0812;19:21:47.7;+08:12:51.9;43.710;-2.934;0.210650;4.747200;82.82;*;*;
3527;J1921+0851_P;19:21:11;+08:51;44.201;-2.502;0.956680;1.045282;116.80;*;*;
3528;J1921+0921;19:21:53.4;+09:21:30.2;44.733;-2.418;0.562302;1.778403;139.50;*;*;
3529;J1921+1006_P;19:21:44;+10:06;45.370;-2.036;3.345480;0.298911;362.10;*;*;
3530;J1921+1216_P;19:21:03;+12:16;47.204;-0.870;0.003000;333.333333;256.10;*;*;
3531;J1921+1227_P;19:21:22;+12:27;47.402;-0.852;1.597678;0.625908;258.90;*;*;
3532;J1921+1238_P;19:21:33;+12:38;47.585;-0.805;2.133953;0.468614;139.90;*;*;
3533;J1921+1259_P;19:21:18;+12:59;47.865;-0.586;0.573160;1.744714;357.00;*;*;
3534;J1921+1328_P;19:21:26;+13:29;48.322;-0.380;0.408420;2.448460;573.50;*;*;
3535;J1921+1340_P;19:21:30;+13:40;48.491;-0.308;4.603042;0.217248;723.00;*;*;
3536;J1921+1419;19:21:24.1;+14:19:17.1;49.058;0.021;0.618188;1.617632;92.17;*;*;
3537;J1921+1502_P;19:21:27;+15:03;49.706;0.354;5.637713;0.177377;479.90;*;*;
3538;J1921+1505_P;19:21:24;+15:05;49.730;0.380;0.611900;1.634254;513.00;*;*;
3539;J1921+1544;19:21:46.4;+15:44:17.4;50.350;0.609;0.143576;6.964968;385.00;*;*;
3540;J1921+1629_P;19:21:47;+16:29;51.009;0.958;1.860102;0.537605;89.40;*;*;
3541;J1921+1630;19:21:00.1;+16:30:55.8;50.949;1.138;0.936448;1.067865;190.30;*;*;
3542;J1921+1632_P;19:21:32;+16:32;51.025;1.034;0.058482;17.099278;279.50;*;*;
3543;J1921+1652_P;19:21:34;+16:52;51.323;1.184;0.003680;271.739130;124.10;*;*;
3544;J1921+1720_P;19:21:41;+17:20;51.748;1.379;0.219874;4.548059;217.90;*;*;
3545;J1921+1733_P;19:21:00;+17:33;51.862;1.624;2.009739;0.497577;228.90;*;*;
3546;J1921+1808_P;19:21:35;+18:08;52.443;1.776;0.005663;176.584849;137.90;*;*;
3547;J1921+1929;19:21:23.3;+19:29:22.2;53.619;2.453;0.002646;377.880186;64.70;ELL1;GRS:4FGL_J1921.1+1930[aab+22];
3548;J1921+1948;19:21:03.7;+19:48:44.7;53.869;2.672;0.821036;1.217974;153.85;*;*;
3549;J1921+2003;19:21:51.5;+20:03:20.8;54.172;2.621;0.760681;1.314611;98.20;*;*;
3550;J1921+2153;19:21:44.8;+21:53:02.2;55.777;3.501;1.337302;0.747774;12.40;*;*;
3551;J1921+34;19:21;+34:07;66.641;9.263;1.444000;0.692521;90.00;*;*;
3552;J1921-05;19:21:04;-05:23;31.483;-9.033;2.227590;0.448916;80.70;*;*;
3553;J1921-0510;19:21:29.4;-05:10:10.8;31.724;-9.032;0.794254;1.259043;96.60;*;*;
3554;J1922+1131;19:22:50.2;+11:31:58.5;46.762;-1.601;0.562074;1.779124;335.00;*;*;
3555;J1922+1512_P;19:22:23;+15:11;49.930;0.218;2.357210;0.424230;395.00;*;*;
3556;J1922+1642_P;19:22:01;+16:42;51.226;1.010;0.680590;1.469313;215.00;*;*;
3557;J1922+1730_P;19:22:06;+17:30;51.941;1.369;0.833010;1.200466;270.40;*;*;
3558;J1922+1733;19:22:53.2;+17:33:23.3;52.080;1.230;0.236178;4.234102;234.07;*;*;
3559;J1922+2018;19:22:08.0;+20:17:57.3;54.417;2.678;1.172763;0.852687;203.30;*;*;
3560;J1922+2110;19:22:53.5;+21:10:41.9;55.278;2.935;1.077924;0.927709;217.00;*;*;
3561;J1922+37;19:22:03;+37:46:13;70.060;10.696;1.920000;0.520833;85.00;*;OC:NGC6791[lsb+24];
3562;J1922+58;19:22;+58:28;89.671;19.073;0.529623;1.888136;53.74;*;*;
3563;J1923+1143_P;19:23:38;+11:43;47.016;-1.686;0.371210;2.693893;260.60;*;*;
3564;J1923+1521_P;19:23:12;+15:21;50.170;0.123;1.048760;0.953507;346.00;*;*;
3565;J1923+1706;19:23:07.8;+17:06:09.6;51.707;0.965;0.547209;1.827455;141.55;*;*;
3566;J1923+2022_P;19:23:46;+20:22;54.657;2.372;0.037990;26.322717;175.30;*;*;
3567;J1923+2515;19:23:22.4;+25:15:40.5;58.946;4.749;0.003788;263.980714;18.86;*;*;
3568;J1923+4243;19:23:15.2;+42:43:18.6;74.715;12.643;0.595193;1.680128;52.90;*;*;
3569;J1923-0408;19:23:10.9;-04:08:19.4;32.848;-8.944;1.149269;0.870118;35.00;*;*;
3570;J1924+1201_P;19:24:08;+12:01;47.339;-1.652;0.003176;314.861461;99.20;*;*;
3571;J1924+1343_P;19:24:16;+13:42;48.838;-0.885;0.005720;174.825175;98.50;*;*;
3572;J1924+1446_P;19:24:53;+14:46;49.848;-0.511;1.090000;0.917431;335.70;*;*;
3573;J1924+1509_P;19:24:33;+15:09;50.148;-0.259;0.239950;4.167535;296.60;*;*;
3574;J1924+1510_P;19:24:01;+15:09;50.087;-0.145;0.498632;2.005486;114.00;*;*;
3575;J1924+1628;19:24:44.0;+16:28:37.6;51.337;0.331;0.375082;2.666082;542.10;*;*;
3576;J1924+1631;19:24:54.8;+16:31:48.8;51.405;0.318;2.935186;0.340694;518.50;*;*;
3577;J1924+1639;19:24:03.1;+16:39:40.7;51.422;0.562;0.158043;6.327395;208.00;*;*;
3578;J1924+1713;19:24:32.5;+17:13:33.0;51.975;0.726;0.758433;1.318508;536.80;*;*;
3579;J1924+1734_P;19:24:57;+17:34;52.321;0.802;*;*;48.50;*;*;
3580;J1924+1835_P;19:24:24;+18:35;53.155;1.398;0.200980;4.975619;282.60;*;*;
3581;J1924+1917;19:24:26.2;+19:17:24.4;53.782;1.725;1.277942;0.782508;322.30;*;*;
3582;J1924+1923_P;19:24:22;+19:23;53.856;1.784;0.689247;1.450858;384.80;*;*;
3583;J1924+1932_P;19:24:51;+19:32;54.043;1.754;0.388863;2.571602;279.40;*;*;
3584;J1924+2027_P;19:24:42;+20:27;54.834;2.219;0.001950;512.820513;211.70;*;*;
3585;J1924+2037_P;19:24:33;+20:37;54.964;2.328;0.684800;1.460280;82.30;*;*;
3586;J1924+2040;19:24:40;+20:40:03;55.022;2.328;0.237790;4.205389;226.60;*;*;
3587;J1924+2110_P;19:24:10;+21:10;55.408;2.667;0.005037;198.530872;93.40;*;*;
3588;J1925+0926_P;19:25:08;+09:25;45.161;-3.096;0.008447;118.385226;134.20;*;*;
3589;J1925+1335_P;19:25:44;+13:35;48.904;-1.254;0.398640;2.508529;94.20;*;*;
3590;J1925+1532_P;19:25:00;+15:32;50.536;-0.173;1.655100;0.604193;145.90;*;*;
3591;J1925+1628_P;19:25:09;+16:29;51.390;0.246;0.004110;243.332684;214.10;*;*;
3592;J1925+1629_P;19:25:10;+16:29;51.392;0.243;0.004110;243.309002;214.10;*;*;
3593;J1925+1636_P;19:25:50;+16:36;51.570;0.157;0.049712;20.115867;33.10;*;*;
3594;J1925+1720;19:25:27.0;+17:20:27.3;52.179;0.590;0.075659;13.217200;223.30;*;GRS:4FGL_J1925.2+1729[sbc+19];
3595;J1925+19;19:25:26;+19:04;53.697;1.412;1.916353;0.521825;328.00;*;*;
3596;J1925+1934_P;19:25:50;+19:34;54.182;1.566;0.345387;2.895303;248.10;*;*;
3597;J1925-16;19:25:06;-16:01:00;22.130;-14.537;3.885800;0.257347;88.00;*;*;
3598;J1926+0431;19:26:24.4;+04:31:31.5;40.980;-5.674;1.074080;0.931029;101.80;*;*;
3599;J1926+0737;19:26:33.7;+07:37:07.2;43.739;-4.256;0.318062;3.144041;159.00;*;*;
3600;J1926+1434;19:26:57.2;+14:34:55.3;49.923;-1.039;1.324922;0.754761;211.41;*;*;
3601;J1926+1452_P;19:26:54;+14:52;50.168;-0.893;0.304510;3.283964;298.10;*;*;
3602;J1926+1614;19:26:50.2;+16:14:18.7;51.367;-0.226;0.308306;3.243532;24.02;*;*;
3603;J1926+1631;19:26:23.9;+16:31:27.7;51.568;0.002;0.678367;1.474129;196.73;*;*;
3604;J1926+1648;19:26:45.3;+16:48:32.7;51.859;0.063;0.579838;1.724621;176.64;*;*;
3605;J1926+1803_P;19:26:38;+18:03;52.937;0.679;1.034650;0.966510;315.50;*;*;
3606;J1926+1857_P;19:26:58;+18:57;53.766;1.038;0.278730;3.587701;424.20;*;*;
3607;J1926+1928;19:26:22.8;+19:28:11.7;54.158;1.407;1.346012;0.742935;445.00;*;*;
3608;J1926+2016;19:26:18.0;+20:16:01.1;54.851;1.802;0.299072;3.343679;249.40;*;*;
3609;J1926-0652;19:26:37.0;-06:52:40.9;30.751;-10.935;1.608816;0.621575;84.70;*;*;
3610;J1926-1314;19:26:53.8;-13:14:03.8;24.922;-13.763;4.864284;0.205580;40.83;*;*;
3611;J1927+0911;19:27:25.6;+09:11:05.7;45.224;-3.705;0.290305;3.444650;202.70;*;*;
3612;J1927+1126_P;19:27:39;+11:26;47.233;-2.686;5.889280;0.169800;55.20;*;*;
3613;J1927+1430_P;19:27:39;+14:30;49.932;-1.227;0.202880;4.929022;207.20;*;*;
3614;J1927+1457_P;19:27:06;+14:57;50.264;-0.895;0.919630;1.087394;211.80;*;*;
3615;J1927+1849_P;19:27:46;+18:49;53.739;0.808;0.312060;3.204512;190.40;*;*;
3616;J1927+1852;19:27:10.4;+18:52:08.7;53.718;0.956;0.482766;2.071395;264.51;*;*;
3617;J1927+1856;19:27:24.9;+18:56:36.5;53.811;0.941;0.298315;3.352161;97.90;*;*;
3618;J1927+1940_P;19:27:17;+19:40;54.432;1.313;*;*;346.60;*;*;
3619;J1927+2008_P;19:27:20;+20:08;54.848;1.525;0.634956;1.574912;354.90;*;*;
3620;J1927+2234;19:27:08.0;+22:34:57.3;56.983;2.730;1.431066;0.698780;180.00;*;*;
3621;J1928+1245;19:28:45.3;+12:45:53.3;48.534;-2.290;0.003022;330.949795;179.30;ELL1;*;
3622;J1928+1443;19:28:06.7;+14:43:11.3;50.178;-1.220;1.010739;0.989375;98.60;*;*;
3623;J1928+1458_P;19:28:42;+14:58;50.463;-1.227;0.002970;336.700337;86.20;*;*;
3624;J1928+15;19:28:20;+15:13;50.640;-1.030;0.403000;2.481390;242.00;*;*;
3625;J1928+1725;19:28:52;+17:25:29;52.641;-0.087;0.289838;3.450199;135.96;*;*;
3626;J1928+1746;19:28:42.5;+17:46:29.1;52.931;0.113;0.068736;14.548485;176.93;*;GRS:[sbc+19];
3627;J1928+1809_P;19:28:06;+18:09;53.191;0.420;0.294460;3.396047;431.10;*;*;
3628;J1928+1816_P;19:28:08;+18:15;53.283;0.461;0.010540;94.876660;346.30;*;*;
3629;J1928+1839_P;19:28:38;+18:39;53.691;0.548;2.260910;0.442300;70.00;*;*;
3630;J1928+1852;19:28:03.4;+18:53:04.9;53.832;0.780;0.792807;1.261341;290.00;*;*;
3631;J1928+1853;19:28:03.4;+18:53:04.9;53.832;0.780;0.792807;1.261341;290.00;*;*;
3632;J1928+1902_P;19:28:05;+19:02;53.965;0.845;0.005800;172.413793;28.90;*;*;
3633;J1928+1915_P;19:28:59;+19:15;54.257;0.762;0.974350;1.026325;201.00;*;*;
3634;J1928+1923;19:28:05.1;+19:23:31.3;54.281;1.016;0.817330;1.223496;476.00;*;*;
3635;J1928+28;19:28;+28;61.860;5.120;1.063000;0.940734;79.20;*;*;
3636;J1928-0108;19:28:18.9;-01:08:55.7;36.133;-8.726;2.365714;0.422705;125.00;*;*;
3637;J1928-0548;19:28:23.5;-05:48:08.0;31.932;-10.851;0.028041;35.662176;96.00;*;*;
3638;J1929+00;19:29:28;+00:26;37.687;-8.253;1.166900;0.856971;42.95;*;*;
3639;J1929+0132;19:29:42.5;+01:32:46.5;38.712;-7.792;0.006418;155.806514;53.40;ELL1;*;
3640;J1929+1259_P;19:29:50;+12:59;48.851;-2.417;0.002850;350.877193;90.90;*;*;
3641;J1929+1337_P;19:29:28;+13:37;49.365;-2.036;0.203318;4.918404;282.40;*;*;
3642;J1929+1357;19:29:10.6;+13:57:35.9;49.633;-1.810;0.866927;1.153500;150.70;*;*;
3643;J1929+1503_P;19:29:14;+15:04;50.612;-1.292;0.232780;4.295902;91.90;*;*;
