#ATNF Pulsar Catalogue
#Catalogue Version: 2.7.0
#;PSRJ;RAJ;DECJ;Gl;Gb;P0;P1;F0;F1;DM;RM;W50;BINARY;DIST;ZZ;XX;YY;ASSOC;DISC.;PSR;NGLT;AGE;BSURF;EDOT;
;;(hms);(dms);(deg);(deg);(s);;(Hz);(s^-2);(cm^-3pc);(radm^-2);(ms);(type);(kpc);(kpc);(kpc);(kpc);;DATE;TYPE;;(Yr);(G);(ergs/s);
4120;J2055+3630;20:55:31.3;+36:30:21.4;79.133;-5.589;0.221508;3.69e-16;4.514517;-7.523e-15;97.42;-61.50;8.800;*;5.000;-0.487;4.887;7.562;*;1982;*;*;9.51e+06;2.89e+11;1.34e+33;
4121;J2055+3829;20:55:10.3;+38:29:30.9;80.615;-4.259;0.002089;1.00e-21;478.631428;-2.290e-16;91.83;-65.80;0.100;ELL1;4.587;-0.341;4.513;7.754;*;2019;*;*;3.31e+10;4.62e+07;4.33e+33;
4122;J2057+21;20:57:48;+21:26;67.560;-15.507;1.166700;*;0.857118;*;73.31;*;27.900;*;25.000;-6.684;22.266;-0.696;*;2019;*;*;*;*;*;
4123;J2057+4557_P;20:57:58.7;+45:57;86.635;0.181;0.225380;*;4.436951;*;457.00;*;*;*;25.000;0.079;24.957;7.032;*;2025;*;*;*;*;*;
4124;J2057+4701;20:57:09.3;+47:01:05.2;87.353;0.985;0.559574;5.60e-14;1.787075;-1.790e-13;219.00;*;8.267;*;4.934;0.085;4.928;8.272;*;2023;*;*;1.58e+05;5.67e+12;1.26e+34;
4125;J2100+4712_P;21:00:30.5;+47:12;87.864;0.673;1.458720;*;0.685533;*;233.70;*;*;*;5.093;0.060;5.089;8.310;*;2025;*;*;*;*;*;
4126;J2101+4636_P;21:01:33.2;+46:36;87.531;0.143;0.295290;*;3.386501;*;435.70;*;*;*;25.000;0.062;24.977;7.423;*;2025;*;*;*;*;*;
4127;J2101+5028_P;21:01:08.9;+50:28;90.392;2.746;0.254440;*;3.930200;*;157.40;*;*;*;4.216;0.202;4.211;8.529;*;2025;*;*;*;*;*;
4128;J2102+38;21:02;+38;81.116;-5.597;1.190000;*;0.840336;*;86.30;-75.20;33.000;*;4.655;-0.454;4.577;7.785;*;2008;*;*;*;*;*;
4129;J2102+5047_P;21:02:10.0;+50:47;90.737;2.833;0.358200;*;2.791736;*;337.20;*;*;*;9.394;0.464;9.382;8.621;*;2025;*;*;*;*;*;
4130;J2103+4602_P;21:03:03.1;+46:02;87.278;-0.427;1.359940;*;0.735327;*;211.00;*;*;*;4.884;-0.036;4.878;8.268;*;2025;*;*;*;*;*;
4131;J2103+4620_P;21:03:57.3;+46:20;87.606;-0.344;0.235160;*;4.252424;*;209.40;*;*;*;4.833;-0.029;4.829;8.298;*;2025;*;*;*;*;*;
4132;J2104+2830;21:04:24.1;+28:30:57.5;74.183;-12.180;0.405729;9.75e-17;2.464699;-5.926e-16;62.16;*;*;*;5.735;-1.210;5.394;6.972;*;2023;*;*;6.59e+07;2.01e+11;5.77e+31;
4133;J2104+4644_P;21:04:24.2;+46:44;87.955;-0.134;0.108230;*;9.239582;*;204.30;*;*;*;4.734;-0.011;4.731;8.331;*;2025;*;*;*;*;*;
4134;J2105+07;21:05:27;+07:57;57.202;-25.054;3.746630;*;0.266907;*;52.60;10.60;104.000;*;25.000;-10.587;19.037;-3.768;*;2016;*;*;*;*;*;
4135;J2105+19;21:05;+19:24;66.988;-18.091;3.529700;*;0.283310;*;34.50;*;35.000;*;2.969;-0.922;2.598;7.397;*;2022;RRAT[ttm18];*;*;*;*;
4136;J2105+28;21:06;+28:29;74.391;-12.468;0.405737;*;2.464651;*;62.48;*;7.000;*;5.848;-1.263;5.499;6.964;*;2014;*;*;*;*;*;
4137;J2105+6223;21:05:12.9;+62:23:05.5;99.793;10.176;2.304879;5.22e-15;0.433862;-9.824e-16;50.75;*;*;*;2.723;0.481;2.641;8.956;*;2015;RRAT[kkl+15];*;7.00e+06;3.51e+12;1.68e+31;
4138;J2106+4602_P;21:06:22.4;+46:02;87.663;-0.856;1.184450;*;0.844274;*;172.00;*;*;*;4.490;-0.067;4.486;8.317;*;2025;*;*;*;*;*;
4139;J2108+4441;21:08:20.4;+44:41:48.8;86.909;-2.012;0.414871;8.62e-17;2.410390;-5.009e-16;139.83;-433.00;24.100;*;4.346;-0.153;4.337;8.266;*;1973;*;*;7.62e+07;1.91e+11;4.77e+31;
4140;J2108+4516;21:08:23.3;+45:16:24.9;87.340;-1.628;0.577231;4.37e-15;1.732409;-1.311e-14;83.54;*;15.100;DD;3.268;-0.093;3.263;8.348;*;2021;*;*;2.09e+06;1.61e+12;8.97e+32;
4141;J2108+5001;21:08:41.9;+50:01:41.7;90.873;1.555;0.244461;9.14e-15;4.090626;-1.530e-13;482.30;*;*;*;25.000;0.678;24.988;8.881;*;2025;*;*;4.24e+05;1.51e+12;2.47e+34;
4142;J2108-3429;21:08:30.4;-34:29:36.2;9.698;-42.163;1.423105;3.50e-15;0.702689;-1.729e-15;30.22;61.10;14.000;*;3.831;-2.572;0.478;5.701;*;1998;*;*;6.44e+06;2.26e+12;4.80e+31;
4143;J2111+2106;21:11:33.1;+21:06:07.0;69.398;-18.205;3.953853;3.24e-15;0.252918;-2.073e-16;59.30;-75.00;52.100;*;8.410;-2.627;7.478;5.689;*;2013;*;*;1.93e+07;3.62e+12;2.07e+30;
4144;J2111+2132;21:11:40.8;+21:31:23.1;69.758;-17.958;1.059532;4.60e-16;0.943813;-4.100e-16;78.60;90.00;*;*;25.000;-7.708;22.313;0.272;*;2023;*;*;3.65e+07;7.07e+11;1.53e+31;
4145;J2111+40;21:11;+40;83.785;-5.559;4.061000;*;0.246245;*;120.00;*;*;*;5.279;-0.511;5.223;7.931;*;2008;*;*;*;*;*;
4146;J2111+4606;21:11:24.1;+46:06:31.3;88.310;-1.445;0.157830;1.43e-13;6.335934;-5.742e-12;*;*;*;*;*;-0.000;0.000;8.500;GRS:4FGL_J2111.4+4606[aab+22];2012;NRAD[aab+22];*;1.75e+04;4.81e+12;1.44e+36;
4147;J2112+0740;21:12:07.7;+07:40:44.4;58.018;-26.561;0.275361;6.09e-17;3.631598;-8.037e-16;24.91;34.00;*;*;2.101;-0.939;1.594;7.505;*;2023;*;*;7.16e+07;1.31e+11;1.15e+32;
4148;J2112+4058;21:12:51.7;+40:58:04;84.738;-5.158;4.060755;6.99e-15;0.246260;-4.240e-16;129.00;-57.30;41.000;*;5.162;-0.464;5.119;8.029;*;2021;*;*;9.20e+06;5.39e+12;4.12e+30;
4149;J2113+2754;21:13:04.3;+27:54:01.1;74.993;-14.025;1.202852;2.62e-15;0.831358;-1.813e-15;25.11;-60.20;14.700;*;1.420;-0.344;1.331;8.143;*;1980;*;*;7.27e+06;1.80e+12;5.95e+31;
4150;J2113+4644;21:13:24.3;+46:44:08.8;89.003;-1.266;1.014685;7.15e-16;0.985528;-6.941e-16;141.26;-218.70;60.500;*;2.200;-0.049;2.199;8.462;*;1970;*;*;2.25e+07;8.62e+11;2.70e+31;
4151;J2113+67;21:14;+67:02;103.973;12.561;0.552170;*;1.811036;*;54.98;*;9.000;*;2.890;0.629;2.737;9.181;*;2014;*;*;*;*;*;
4152;J2113+73;21:13;+73:37;109.020;16.983;*;*;*;*;42.40;*;*;*;2.625;0.767;2.373;9.318;*;2023;RRAT[dcm+23];*;*;*;*;
4153;J2115+5448;21:15:11.7;+54:48:45.1;95.043;4.109;0.002603;7.49e-20;384.190302;-1.106e-14;77.41;*;*;ELL1;3.106;0.223;3.086;8.772;GRS:4FGL_J2115.1+5449[aab+22];2016;HE;*;5.51e+08;4.47e+08;1.68e+35;
4154;J2115+6702;21:15:00.4;+67:02:31.8;104.048;12.495;0.552122;1.68e-16;1.811194;-5.500e-16;54.50;*;*;*;2.862;0.619;2.711;9.178;*;2023;*;*;5.22e+07;3.08e+11;3.93e+31;
4155;J2116+1345;21:16:49.7;+13:45:21.1;64.150;-23.824;0.002219;2.64e-21;450.752582;-5.369e-16;30.29;*;*;ELL1;2.732;-1.104;2.249;7.410;GRS:4FGL_J2117.0+1344;2023;HE[saa+23];*;1.33e+10;7.75e+07;9.55e+33;
4156;J2116+1414;21:16:13.7;+14:14:21.0;64.464;-23.409;0.440153;2.89e-16;2.271937;-1.493e-15;56.20;-39.00;8.600;*;25.000;-9.932;20.701;-1.390;*;1978;*;1;2.41e+07;3.61e+11;1.34e+32;
4157;J2116+3701;21:16:14.3;+37:01:31.1;82.304;-8.341;0.145884;5.27e-15;6.854753;-2.475e-13;44.03;*;2.800;*;2.853;-0.414;2.797;8.122;*;2023;*;*;4.39e+05;8.87e+11;6.70e+34;
4158;J2116+4906_P;21:16:58.5;+49:06;91.122;-0.058;1.602310;*;0.624099;*;293.20;*;*;*;8.272;-0.008;8.270;8.662;*;2025;*;*;*;*;*;
4159;J2117+4622_P;21:17:23.6;+46:22;89.213;-2.016;0.004950;*;202.020202;*;193.60;*;*;*;4.815;-0.169;4.812;8.434;*;2025;*;*;*;*;*;
4160;J2118+5143;21:18:30.2;+51:43:15.4;93.166;1.601;0.370223;3.47e-14;2.701074;-2.532e-13;146.30;*;*;*;3.834;0.107;3.827;8.712;*;2025;*;*;1.69e+05;3.63e+12;2.70e+34;
4161;J2122+2426;21:22:39.0;+24:26:44.9;73.817;-17.934;0.541421;1.27e-16;1.846991;-4.332e-16;8.50;-28.80;15.800;*;0.585;-0.180;0.535;8.345;*;2019;*;*;6.75e+07;2.65e+11;3.16e+31;
4162;J2123+36;21:23:48;+36:24;82.917;-9.865;1.294000;*;0.772798;*;108.70;*;21.000;*;13.193;-2.260;12.899;6.897;*;2019;*;*;*;*;*;
4163;J2123+5434;21:23:21.6;+54:34:07.7;95.698;3.097;0.138868;1.74e-19;7.201079;-9.000e-18;31.76;*;2.400;*;1.811;0.098;1.799;8.680;*;2014;*;*;1.27e+10;4.97e+09;2.56e+30;
4164;J2124+1407;21:24:46.5;+14:07:19.3;65.795;-25.092;0.694054;7.68e-16;1.440810;-1.594e-15;30.25;-45.00;24.000;*;2.807;-1.190;2.319;7.458;*;1985;*;*;1.43e+07;7.39e+11;9.07e+31;
4165;J2124+34;21:24:00;+34:27;81.533;-11.263;0.489000;*;2.044990;*;85.00;*;*;*;8.188;-1.599;7.943;7.318;*;2024;*;*;*;*;*;
4166;J2124-3358;21:24:43.8;-33:58:45.4;10.925;-45.438;0.004931;2.06e-20;202.793894;-8.459e-16;4.60;-0.40;0.524;*;0.410;-0.292;0.055;8.218;GRS:4FGL_J2124.7-3358[aab+22];1997;HE[bt99],HE[aaa+09f];*;3.80e+09;3.22e+08;6.77e+33;
4167;J2127-6648;21:27:31.5;-66:48:28.4;326.392;-39.778;0.325772;2.25e-16;3.069635;-2.124e-15;35.93;38.60;16.000;*;25.000;-15.995;-10.635;-7.502;*;1978;*;*;2.29e+07;2.74e+11;2.57e+32;
4168;J2128+5004_P;21:28:51.9;+50:04;93.172;-0.724;0.201550;*;4.961548;*;55.00;*;*;*;2.677;-0.034;2.673;8.648;*;2025;*;*;*;*;*;
4169;J2128+5051_P;21:28:13.7;+50:51;93.639;-0.086;0.331030;*;3.020874;*;105.00;*;*;*;3.410;-0.005;3.403;8.716;*;2025;*;*;*;*;*;
4170;J2129+1210A;21:29:58.2;+12:10:01.2;65.012;-27.312;0.110665;-2.10e-17;9.036306;1.714e-15;67.23;-71.30;2.100;*;10.710;-4.914;8.625;4.480;GC:M15(NGC7078),GC:M15[wpq+24];1989;*;*;*;*;*;
4171;J2129+1210B;21:29:58.6;+12:10:00.2;65.013;-27.314;0.056133;9.55e-18;17.814819;-3.030e-15;67.73;-73.80;2.700;*;10.710;-4.914;8.625;4.480;GC:M15(NGC7078),GC:M15[wpq+24];1990;*;*;9.32e+07;2.34e+10;2.13e+33;
4172;J2129+1210C;21:30:01.2;+12:10:38.2;65.030;-27.315;0.030529;4.99e-18;32.755423;-5.352e-15;67.13;-74.00;1.200;DD;10.710;-4.915;8.626;4.483;GC:M15(NGC7078),GC:M15[wpq+24];1990;*;*;9.70e+07;1.25e+10;6.92e+33;
4173;J2129+1210D;21:29:58.2;+12:09:59.6;65.012;-27.313;0.004803;-1.07e-18;208.211731;4.639e-14;67.28;-71.00;0.700;*;10.710;-4.914;8.625;4.480;GC:M15(NGC7078),GC:M15[wpq+24];1991;*;*;*;*;*;
4174;J2129+1210E;21:29:58.1;+12:10:08.5;65.014;-27.311;0.004651;1.85e-19;214.987400;-8.572e-15;66.59;-69.00;0.400;*;10.710;-4.914;8.626;4.480;GC:M15(NGC7078),GC:M15[wpq+24];1991;*;*;3.97e+08;9.40e+08;7.28e+34;
4175;J2129+1210F;21:29:57.1;+12:10:02.8;65.010;-27.309;0.004027;2.71e-20;248.321191;-1.672e-15;65.60;*;0.800;*;10.710;-4.914;8.625;4.480;GC:M15(NGC7078),GC:M15[wpq+24];1993;*;*;2.35e+09;3.34e+08;1.64e+34;
4176;J2129+1210G;21:29:57.9;+12:09:56.5;65.010;-27.312;0.037660;1.63e-18;26.553255;-1.152e-15;66.40;*;0.800;*;10.710;-4.914;8.625;4.480;GC:M15(NGC7078),GC:M15[wpq+24];1993;*;*;3.65e+08;7.94e+09;1.21e+33;
4177;J2129+1210H;21:29:58.1;+12:09:59.2;65.012;-27.312;0.006743;2.14e-20;148.293273;-4.702e-16;67.12;*;0.700;*;10.710;-4.914;8.625;4.480;GC:M15(NGC7078),GC:M15[wpq+24];1993;*;*;5.00e+09;3.84e+08;2.75e+33;
4178;J2129+1210I;21:29:58.3;+12:10:01;65.012;-27.313;0.005122;*;195.228710;*;67.30;*;*;*;10.710;-4.914;8.625;4.480;GC:M15(NGC7078)[pqm+21],GC:M15[wpq+24];2021;*;*;*;*;*;
4179;J2129+1210J;21:29:58.4;+12:10:16.0;65.016;-27.310;0.011842;2.04e-19;84.441746;-1.455e-15;66.69;*;*;*;25.000;-11.470;20.135;-0.882;GC:M15[wpq+24];2024;*;*;9.19e+08;1.57e+09;4.85e+33;
4180;J2129+1210K;21:29:58.4;+12:10:00;65.013;-27.313;1.928451;1.18e-15;0.518551;-3.174e-16;66.50;*;*;*;25.000;-11.471;20.134;-0.883;GC:M15[wpq+24];2024;*;*;2.59e+07;1.53e+12;6.50e+30;
4181;J2129+1210L;21:29:58.2;+12:09:33;65.005;-27.317;3.960716;8.74e-14;0.252480;-5.570e-15;66.10;*;*;*;25.000;-11.473;20.132;-0.885;GC:M15[wpq+24];2024;*;*;7.18e+05;1.88e+13;5.55e+31;
4182;J2129+4106_P;21:29:09.3;+41:06;87.005;-7.250;3.260740;*;0.306679;*;73.50;*;*;*;3.995;-0.504;3.958;8.293;*;2025;*;*;*;*;*;
4183;J2129+4119;21:29:21.4;+41:19:55;87.195;-7.109;1.687418;8.54e-17;0.592621;-3.000e-17;32.00;-51.50;46.900;*;2.098;-0.260;2.079;8.398;*;2021;*;*;3.13e+08;3.84e+11;7.02e+29;
4184;J2129+4430_P;21:29:49.0;+44:30;89.455;-4.875;0.649330;*;1.540049;*;87.10;*;*;*;3.759;-0.319;3.745;8.464;*;2025;*;*;*;*;*;
4185;J2129-0429;21:29:45.0;-04:29:06.8;48.911;-36.939;0.007614;3.28e-19;131.338089;-5.654e-15;16.88;*;1.500;ELL1;1.830;-1.100;1.102;7.539;GRS:4FGL_J2129.8-0428[aab+22],OPT:[bkb+1;2011;HE,HE[bbc+24];*;3.68e+08;1.60e+09;2.93e+34;
4186;J2129-5721;21:29:22.7;-57:21:14.3;338.005;-43.570;0.003726;2.09e-20;268.359227;-1.502e-15;31.85;22.72;0.262;T2;3.200;-2.206;-0.868;6.350;*;1996;*;*;2.83e+09;2.82e+08;1.59e+34;
4187;J2131-31;21:31;-31;15.404;-46.394;3.325000;*;0.300752;*;31.60;*;54.000;*;25.000;-18.102;4.580;-8.123;*;2020;*;*;*;*;*;
4188;J2133-0049A;21:33:27.0;-00:49:12.3;53.374;-35.768;0.010149;1.68e-19;98.529101;-1.634e-15;43.44;26.60;0.743;DD;11.690;-6.833;7.612;2.841;GC:NGC7089(M2)[pqm+21],GC:NGC7089(M2)[ll;2021;*;*;9.55e+08;1.32e+09;6.36e+33;
4189;J2133-0049B;21:33:26.7;-00:48:50.4;53.380;-35.764;0.006975;-5.11e-20;143.378472;1.051e-15;43.73;*;0.298;ELL1;11.690;-6.832;7.613;2.842;GC:NGC7089(M2)[pqm+21],GC:NGC7089(M2)[ll;2021;*;*;*;*;*;
4190;J2133-0049C;21:33:28.7;-00:49:36.5;53.372;-35.778;0.003005;-2.22e-20;332.786284;2.453e-15;44.07;25.80;0.209;ELL1;11.690;-6.834;7.611;2.842;GC:NGC7089(M2)[pqm+21],GC:NGC7089(M2)[ll;2021;*;*;*;*;*;
4191;J2133-0049D;21:33:27.1;-00:49:33.1;53.369;-35.772;0.004216;7.62e-20;237.206559;-4.286e-15;43.57;22.90;0.180;ELL1;11.690;-6.833;7.611;2.841;GC:NGC7089(M2)[pqm+21],GC:NGC7089(M2)[ll;2021;*;*;8.77e+08;5.73e+08;4.01e+34;
4192;J2133-0049E;21:33:26.9;-00:49:28.5;53.369;-35.770;0.003703;3.92e-20;270.042621;-2.861e-15;43.65;*;0.107;DD;11.690;-6.833;7.612;2.841;GC:NGC7089(M2)[pqm+21],GC:NGC7089(M2)[ll;2021;*;*;1.50e+09;3.86e+08;3.05e+34;
4193;J2133-0049F;21:33:27.9;-00:49:10.7;53.377;-35.771;0.004781;3.04e-20;209.166170;-1.331e-15;43.33;*;0.121;ELL1;25.000;-14.614;16.280;-3.600;GC:NGC7089(M2)[llw+25];2025;*;*;2.49e+09;3.86e+08;1.10e+34;
4194;J2133-0049G;21:33:26.7;-00:49:48.3;53.363;-35.773;0.002536;2.68e-20;394.362270;-4.173e-15;43.41;24.10;0.086;ELL1;25.000;-14.614;16.276;-3.604;GC:NGC7089(M2)[llw+25];2025;*;*;1.50e+09;2.64e+08;6.50e+34;
4195;J2136-1606;21:36:00.2;-16:06:13.0;36.204;-43.554;1.227235;1.48e-17;0.814840;-9.800e-18;18.48;16.20;31.000;*;1.740;-1.199;0.745;7.482;*;2013;*;*;1.32e+09;1.36e+11;3.15e+29;
4196;J2136-5046;21:36:57.5;-50:46:56.0;346.489;-46.490;0.267322;8.69e-17;3.740803;-1.216e-15;23.30;24.00;11.000;*;2.248;-1.630;-0.362;6.995;*;2020;*;*;4.87e+07;1.54e+11;1.80e+32;
4197;J2137+6428;21:37:20.2;+64:28:41.8;103.851;9.064;1.750989;3.43e-15;0.571106;-1.120e-15;106.00;*;19.000;*;3.762;0.593;3.607;9.389;*;2014;*;*;8.08e+06;2.48e+12;2.53e+31;
4198;J2138+4911;21:38:15;+49:12;93.705;-2.390;0.696171;*;1.436429;*;168.40;-145.70;11.800;*;4.196;-0.175;4.184;8.771;*;2008;*;*;*;*;*;
4199;J2138+69;21:38;+69:50;107.602;12.953;0.220000;*;4.545455;*;46.60;*;*;*;2.486;0.557;2.309;9.233;*;2023;RRAT[dcm+23];*;*;*;*;
4200;J2139+00;21:39:42;+00:36;55.912;-36.261;0.312470;*;3.200307;*;31.18;8.70;15.300;*;4.210;-2.490;2.811;6.597;*;1996;*;*;*;*;*;
4201;J2139+2242;21:39:26.9;+22:42:42.0;75.293;-21.920;1.083514;1.42e-15;0.922923;-1.210e-15;44.16;-87.40;38.100;*;4.933;-1.842;4.426;7.338;*;1997;*;*;1.21e+07;1.26e+12;4.41e+31;
4202;J2139+4716;21:39:55.9;+47:16:13;92.633;-4.020;0.282849;1.79e-15;3.535451;-2.232e-14;*;*;*;*;*;-0.000;0.000;8.500;GRS:4FGL_J2140.0+4716[aab+22];2012;NRAD[aab+22];*;2.51e+06;7.19e+11;3.12e+33;
4203;J2139+4738_P;21:39:58;+47:38;92.878;-3.751;0.557040;*;1.795203;*;138.90;35.00;8.000;*;4.165;-0.273;4.151;8.709;*;2021;*;*;*;*;*;
4204;J2140-2310A;21:40:22.4;-23:10:48.7;27.179;-46.837;0.011019;-5.18e-20;90.749627;4.266e-16;25.06;*;*;ELL1;8.460;-6.171;2.643;3.352;GC:M30(NGC7099);2004;*;*;*;*;*;
4205;J2140-2311B;21:40:22;-23:10:47;27.179;-46.835;0.012986;*;77.003746;*;25.09;*;*;*;8.460;-6.171;2.644;3.352;GC:M30(NGC7099);2004;*;*;*;*;*;
4206;J2143+0654;21:43:03.3;+06:54:17.5;62.655;-33.139;9.428229;4.09e-14;0.106064;-4.600e-16;*;*;*;*;*;-0.000;0.000;8.500;XRS:RX_J2143.0+0654,OPT:[kkvh11];2005;XINS,NRAD;*;3.65e+06;1.99e+13;1.93e+30;
4207;J2144-3933;21:44:12.0;-39:33:56.8;2.794;-49.466;8.509827;4.96e-16;0.117511;-6.849e-18;3.35;-2.00;16.500;*;0.160;-0.122;0.005;8.396;*;1996;*;*;2.72e+08;2.08e+12;3.18e+28;
4208;J2144-5237;21:44:35.6;-52:37:07.4;343.435;-47.123;0.005041;9.06e-21;198.355483;-3.563e-16;19.55;28.10;*;ELL1;1.659;-1.216;-0.322;7.418;*;2016;*;*;8.82e+09;2.16e+08;2.79e+33;
4209;J2145+2158;21:45;+21;74.957;-24.040;1.419000;*;0.704722;*;44.10;*;24.000;*;5.632;-2.294;4.967;7.165;*;2020;*;*;*;*;*;
4210;J2145-0750;21:45:50.4;-07:50:18.5;47.777;-42.084;0.016052;2.98e-20;62.295888;-1.156e-16;9.01;-4.40;0.400;T2;0.625;-0.419;0.343;8.188;*;1994;*;*;8.54e+09;7.00e+08;2.84e+32;
4211;J2148-34;21:48;-34;11.427;-50.249;0.927000;*;1.078749;*;14.00;*;20.000;*;1.160;-0.892;0.147;7.773;*;2020;*;*;*;*;*;
4212;J2149+6329;21:49:58.7;+63:29:44.2;104.255;7.412;0.380140;1.68e-16;2.630607;-1.163e-15;129.72;-157.60;18.100;*;2.800;0.361;2.691;9.184;*;1972;*;*;3.58e+07;2.56e+11;1.21e+32;
4213;J2150+3427;21:50:33.0;+34:27:37.3;85.636;-15.002;0.654280;3.60e-18;1.528398;-8.400e-18;55.48;97.40;*;DD;4.812;-1.246;4.635;8.146;*;2023;*;*;2.88e+09;4.91e+10;5.07e+29;
4214;J2150+5247;21:50:37.7;+52:47:49.5;97.521;-0.915;0.332206;1.01e-14;3.010183;-9.157e-14;148.93;-24.10;9.600;*;3.610;-0.058;3.578;8.972;*;1985;*;*;5.21e+05;1.85e+12;1.09e+34;
4215;J2150-0326;21:50:27.2;-03:26:32.8;53.573;-40.757;0.003511;8.16e-21;284.843247;-6.622e-16;20.67;7.70;0.240;ELL1;1.976;-1.290;1.204;7.611;*;2020;*;*;6.82e+09;1.71e+08;7.45e+33;
4216;J2151+19;21:51:15;+19:11;74.689;-26.363;1.036000;*;0.965251;*;31.00;*;*;*;2.982;-1.324;2.577;7.794;*;2024;*;*;*;*;*;
4217;J2151+2315;21:51:28.9;+23:15:12.8;77.849;-23.471;0.593534;7.08e-16;1.684825;-2.010e-15;20.92;-18.10;31.000;*;1.620;-0.645;1.453;8.187;*;2004;*;*;1.33e+07;6.56e+11;1.34e+32;
4218;J2151+5128;21:51:46.6;+51:28:48.9;96.828;-2.049;1.051903;9.00e-17;0.950658;-8.134e-17;203.50;*;*;*;4.822;-0.172;4.785;9.073;*;2025;*;*;1.85e+08;3.11e+11;3.05e+30;
4219;J2154-2812;21:54:17.3;-28:12:41;20.728;-50.984;1.343361;6.13e-16;0.744401;-3.397e-16;33.00;5.00;7.900;*;25.000;-19.424;5.570;-6.220;*;2018;*;*;3.47e+07;9.18e+11;9.98e+30;
4220;J2155+2813;21:55:15.8;+28:13:12.1;82.131;-20.370;1.609020;9.16e-16;0.621496;-3.540e-16;77.13;-132.70;24.400;*;25.000;-8.702;23.216;5.291;*;2004;*;*;2.78e+07;1.23e+12;8.68e+30;
4221;J2155-3118;21:55:13.6;-31:18:54.7;15.845;-51.577;1.030003;1.24e-15;0.970871;-1.170e-15;14.94;15.90;19.000;*;1.293;-1.013;0.219;7.727;*;1978;*;*;1.32e+07;1.14e+12;4.48e+31;
4222;J2155-5641;21:55:01.4;-56:41:57;337.046;-47.054;1.373654;4.23e-15;0.727985;-2.242e-15;14.00;22.00;50.000;*;1.043;-0.763;-0.277;7.846;*;1978;*;*;5.15e+06;2.44e+12;6.44e+31;
4223;J2156+2618;21:56:23.7;+26:18:30.4;80.976;-21.969;0.498149;1.42e-17;2.007431;-5.722e-17;48.44;-60.40;10.500;*;6.102;-2.283;5.589;7.612;*;1996;*;*;5.56e+08;8.51e+10;4.53e+30;
4224;J2157+4017;21:57:01.8;+40:17:45.9;90.488;-11.341;1.525266;3.43e-15;0.655624;-1.475e-15;71.12;-42.00;38.600;*;2.900;-0.570;2.843;8.524;*;1973;*;*;7.04e+06;2.32e+12;3.82e+31;
4225;J2158-27;21:58;-27;22.861;-51.588;0.477000;*;2.096436;*;22.15;*;14.000;*;2.658;-2.083;0.642;6.978;*;2020;*;*;*;*;*;
4226;J2158-2734;21:58:00.8;-27:33:37.0;21.973;-51.689;0.477198;7.42e-17;2.095567;-3.260e-16;22.18;*;*;*;2.678;-2.101;0.621;6.960;*;2024;*;*;1.02e+08;1.90e+11;2.70e+31;
4227;J2159+0202;21:59:41.4;+02:02:24.7;61.150;-39.414;0.665561;6.01e-16;1.502493;-1.358e-15;34.97;-15.00;*;*;25.000;-15.873;16.917;-0.819;*;2023;*;*;1.75e+07;6.40e+11;8.05e+31;
4228;J2201+33;22:01:15;+33:00;86.434;-17.551;0.966000;*;1.035197;*;78.00;*;*;*;25.000;-7.539;23.790;7.017;*;2024;*;*;*;*;*;
4229;J2202+21;22:02:21;+21:47;78.789;-26.252;*;*;*;*;17.70;*;22.000;*;1.364;-0.603;1.200;8.262;*;2018;RRAT[ttm18];*;*;*;*;
4230;J2202+5040;22:02:24.8;+50:40:12.8;97.650;-3.714;0.745379;4.44e-15;1.341599;-7.992e-15;76.10;*;*;*;2.963;-0.192;2.930;8.894;*;2024;*;2;2.66e+06;1.84e+12;4.23e+32;
4231;J2203+50;22:03;+50;97.322;-4.307;0.745000;*;1.342282;*;77.00;*;29.000;*;3.028;-0.227;2.995;8.885;*;2008;*;*;*;*;*;
4232;J2204+2700;22:04:43.6;+27:00:54.6;82.999;-22.649;0.084703;1.31e-19;11.806011;-1.820e-17;35.07;-30.00;2.900;DDH;3.195;-1.230;2.927;8.141;*;2013;*;*;1.03e+10;3.37e+09;8.48e+30;
4233;J2205+1444;22:05:17.2;+14:44:31.3;73.886;-31.885;0.938014;9.00e-16;1.066082;-1.023e-15;36.72;-25.50;12.400;*;6.046;-3.194;4.932;7.075;*;1996;*;*;1.65e+07;9.30e+11;4.31e+31;
4234;J2205+6012;22:05:34.2;+60:12:55.1;103.686;3.696;0.002416;1.98e-20;413.984744;-3.392e-15;157.64;-85.00;0.035;ELL1;3.535;0.228;3.427;9.335;GRS:4FGL_J2205.8-8254c[aab+22];2022;HE[goc+19],HE[aab+22];*;1.93e+09;2.21e+08;5.54e+34;
4235;J2206+6151;22:06:18.1;+61:51:58.1;104.735;4.977;0.322674;3.97e-16;3.099107;-3.813e-15;168.80;*;25.000;*;4.099;0.356;3.949;9.539;*;2013;*;*;1.29e+07;3.62e+11;4.67e+32;
4236;J2207-15;22:07;-15;42.013;-49.972;0.766000;*;1.305483;*;27.50;*;25.000;*;25.000;-19.143;10.762;-3.447;*;2020;*;*;*;*;*;
4237;J2208+4056;22:08:01.9;+40:56:01.8;92.574;-12.112;0.636957;5.28e-15;1.569964;-1.302e-14;11.84;-41.70;28.800;*;0.751;-0.158;0.734;8.533;GRS:4FGL_J2208.1+4058[aab+22];2014;HE[sbc+19];*;1.91e+06;1.86e+12;8.07e+32;
